name,date,public,country
Islamic New Year's Day,2019-08-31,False,BA
September Equinox,2019-09-23,False,BA
All Saints' Day,2019-11-01,False,BA
All Souls' Day,2019-11-02,False,BA
Birth of the Prophet,2019-11-09,False,BA
Statehood Day,2019-11-25,True,BA
December Solstice,2019-12-22,False,BA
Christmas Eve,2019-12-24,False,BA
Christmas Day,2019-12-25,False,BA
Saint Stephen's Day,2019-12-26,False,BA
New Year's Eve,2019-12-31,False,BA
New Year's Day,2019-01-01,True,BW
World Wildlife Day,2019-03-03,False,BW
March Equinox,2019-03-20,False,BW
Good Friday,2019-04-19,True,BW
Easter,2019-04-21,False,BW
Easter Monday,2019-04-22,True,BW
Labor Day,2019-05-01,True,BW
Mother's Day,2019-05-12,False,BW
Feast of the Ascension of Jesus Christ,2019-05-30,True,BW
June Solstice,2019-06-21,False,BW
International Asteroid Day,2019-06-30,False,BW
Sir Seretse Khama Day,2019-07-01,True,BW
Presidents' Day,2019-07-15,True,BW
Nelson Mandela International Day,2019-07-18,False,BW
September Equinox,2019-09-23,False,BW
Botswana Day,2019-09-30,True,BW
Botswana Day Holiday,2019-10-01,True,BW
December Solstice,2019-12-22,False,BW
Christmas Eve,2019-12-24,False,BW
Christmas Day,2019-12-25,True,BW
Boxing Day,2019-12-26,True,BW
New Year's Eve,2019-12-31,False,BW
New Year's Day,2019-01-01,True,BV
Mother's Day,2019-02-10,False,BV
March Equinox,2019-03-20,False,BV
Palm Sunday,2019-04-14,True,BV
Maundy Thursday,2019-04-18,True,BV
Good Friday,2019-04-19,True,BV
Easter Monday,2019-04-22,True,BV
Workers' Day,2019-05-01,True,BV
Constitution Day,2019-05-17,True,BV
Feast of the Ascension of Jesus Christ,2019-05-30,True,BV
Pentecost,2019-06-09,True,BV
Pentecost Monday,2019-06-10,True,BV
June Solstice,2019-06-21,False,BV
September Equinox,2019-09-23,False,BV
Father's Day,2019-11-10,False,BV
December Solstice,2019-12-22,False,BV
Christmas Eve,2019-12-24,False,BV
Christmas Day,2019-12-25,True,BV
Day after Christmas,2019-12-26,True,BV
New Year's Eve,2019-12-31,False,BV
New Year's Day,2019-01-01,True,BR
World Wildlife Day,2019-03-03,False,BR
Shrove Monday,2019-03-04,False,BR
Shrove Tuesday,2019-03-05,False,BR
March Equinox,2019-03-20,False,BR
Good Friday,2019-04-19,True,BR
Easter,2019-04-21,False,BR
Tiradentes,2019-04-21,True,BR
Labor Day,2019-05-01,True,BR
Mother's Day,2019-05-12,False,BR
June Solstice,2019-06-21,False,BR
International Asteroid Day,2019-06-30,False,BR
Nelson Mandela International Day,2019-07-18,False,BR
Father's Day,2019-08-11,False,BR
Independence Day,2019-09-07,True,BR
September Equinox,2019-09-23,False,BR
Our Lady of Aparecida,2019-10-12,True,BR
Day of the Dead,2019-11-02,True,BR
Proclamation of the Republic,2019-11-15,True,BR
December Solstice,2019-12-22,False,BR
Christmas Eve,2019-12-24,False,BR
Christmas Day,2019-12-25,True,BR
New Year's Eve,2019-12-31,False,BR
New Year's Day,2019-01-01,True,IO
Valentine's Day,2019-02-14,False,IO
March Equinox,2019-03-20,False,IO
Mother's Day,2019-03-31,False,IO
Good Friday,2019-04-19,True,IO
Easter,2019-04-21,False,IO
Easter Monday,2019-04-22,True,IO
Father's Day,2019-06-16,False,IO
June Solstice,2019-06-21,False,IO
September Equinox,2019-09-23,False,IO
December Solstice,2019-12-22,False,IO
Christmas Eve,2019-12-24,False,IO
Christmas Day,2019-12-25,True,IO
Boxing Day,2019-12-26,True,IO
New Year's Eve,2019-12-31,False,IO
New Year's Day,2019-01-01,True,BN
Chinese New Year's Day,2019-02-05,True,BN
National Day,2019-02-23,True,BN
World Wildlife Day,2019-03-03,False,BN
March Equinox,2019-03-20,False,BN
Muhammad's Ascension to Heaven,2019-04-02,True,BN
First Day of Ramadan,2019-05-05,True,BN
Mother's Day,2019-05-12,False,BN
Nuzul Al-Quran,2019-05-21,True,BN
Armed Forces Day,2019-05-31,True,BN
Festival of Breaking the Fast,2019-06-04,True,BN
Second Day of the Festival of Breaking the Fast,2019-06-05,True,BN
Third Day of the Festival of Breaking the Fast,2019-06-06,True,BN
Father's Day,2019-06-16,False,BN
June Solstice,2019-06-21,False,BN
International Asteroid Day,2019-06-30,False,BN
Sultan's Birthday,2019-07-15,True,BN
Nelson Mandela International Day,2019-07-18,False,BN
Feast of the Sacrifice,2019-08-11,True,BN
Islamic New Year's Day,2019-08-31,True,BN
September Equinox,2019-09-23,False,BN
Birth of the Prophet,2019-11-09,True,BN
December Solstice,2019-12-22,False,BN
Christmas Eve,2019-12-24,False,BN
Christmas Day,2019-12-25,True,BN
New Year's Eve,2019-12-31,False,BN
New Year's Day,2019-01-01,True,BG
Day of Remembrance and Respect to Victims of the Communist Regime,2019-02-01,False,BG
Baba Marta Day,2019-03-01,False,BG
Liberation Day,2019-03-03,False,BG
World Wildlife Day,2019-03-03,False,BG
International Women's Day,2019-03-08,False,BG
Mother's Day,2019-03-08,False,BG
March Equinox,2019-03-20,False,BG
Good Friday,2019-04-19,True,BG
Holy Saturday,2019-04-20,True,BG
Easter,2019-04-21,True,BG
Easter Monday,2019-04-22,True,BG
Labor Day,2019-05-01,True,BG
Saint George's Day,2019-05-06,True,BG
Saints Cyril and Methodius Day,2019-05-24,True,BG
Father's Day,2019-06-12,False,BG
June Solstice,2019-06-21,False,BG
International Asteroid Day,2019-06-30,False,BG
Nelson Mandela International Day,2019-07-18,False,BG
Unification Day,2019-09-06,False,BG
Independence Day,2019-09-22,True,BG
September Equinox,2019-09-23,False,BG
National Awakening Day,2019-11-01,False,BG
December Solstice,2019-12-22,False,BG
Christmas Eve,2019-12-24,True,BG
Christmas Day,2019-12-25,True,BG
Day after Christmas,2019-12-26,True,BG
New Year's Eve,2019-12-31,False,BG
New Year's Day,2019-01-01,True,BF
Revolution Day,2019-01-03,True,BF
World Wildlife Day,2019-03-03,False,BF
International Women's Day,2019-03-08,True,BF
Mother's Day,2019-03-08,False,BF
March Equinox,2019-03-20,False,BF
Labor Day,2019-05-01,True,BF
Father's Day,2019-06-09,False,BF
June Solstice,2019-06-21,False,BF
International Asteroid Day,2019-06-30,False,BF
Nelson Mandela International Day,2019-07-18,False,BF
Independence Day,2019-08-05,True,BF
Assumption of Mary,2019-08-15,True,BF
September Equinox,2019-09-23,False,BF
All Saints' Day,2019-11-01,True,BF
Proclamation of the Republic,2019-12-11,True,BF
December Solstice,2019-12-22,False,BF
Christmas Eve,2019-12-24,False,BF
Christmas Day,2019-12-25,True,BF
New Year's Eve,2019-12-31,False,BF
New Year's Day,2019-01-01,True,BI
Unity Day,2019-02-05,True,BI
World Wildlife Day,2019-03-03,False,BI
Mother's Day,2019-03-08,False,BI
March Equinox,2019-03-20,False,BI
Ntaryamira Day,2019-04-06,True,BI
Labor Day,2019-05-01,True,BI
Feast of the Ascension of Jesus Christ,2019-05-30,True,BI
Festival of Breaking the Fast,2019-06-04,True,BI
June Solstice,2019-06-21,False,BI
International Asteroid Day,2019-06-30,False,BI
Independence Day,2019-07-01,True,BI
Nelson Mandela International Day,2019-07-18,False,BI
Feast of the Sacrifice,2019-08-11,True,BI
Assumption of Mary,2019-08-15,True,BI
September Equinox,2019-09-23,False,BI
Rwagasore Day,2019-10-13,True,BI
Ndadaye Day,2019-10-21,True,BI
All Saints' Day,2019-11-01,True,BI
December Solstice,2019-12-22,False,BI
Christmas Eve,2019-12-24,False,BI
Christmas Day,2019-12-25,True,BI
New Year's Eve,2019-12-31,False,BI
New Year's Day,2019-01-01,True,KH
Victory over Genocide Day,2019-01-07,True,KH
Cambodian New Year's Day,2019-02-05,True,KH
Second Day of the Cambodian New Year,2019-02-06,True,KH
Third Day of the Cambodian New Year,2019-02-07,True,KH
World Wildlife Day,2019-03-03,False,KH
International Women's Day,2019-03-08,True,KH
March Equinox,2019-03-20,False,KH
Labor Day,2019-05-01,True,KH
Buddha's Birthday,2019-05-12,True,KH
Mother's Day,2019-05-12,False,KH
Birth of King Norodom Sihamoni,2019-05-13,True,KH
Second Day of the Birth of King Norodom Sihamoni,2019-05-14,True,KH
Third Day of the Birth of King Norodom Sihamoni,2019-05-15,True,KH
National Day of Remembrance,2019-05-20,True,KH
International Children's Day,2019-06-01,True,KH
Father's Day,2019-06-16,False,KH
Birth of the Queen Mother,2019-06-18,True,KH
June Solstice,2019-06-21,False,KH
International Asteroid Day,2019-06-30,False,KH
Nelson Mandela International Day,2019-07-18,False,KH
September Equinox,2019-09-23,False,KH
Constitution Day,2019-09-24,True,KH
Commemoration Day of the King's Father,2019-10-15,True,KH
Hungry Ghosts Festival,2019-10-15,True,KH
Second Day of the Hungry Ghosts Festival,2019-10-16,True,KH
Third Day of the Hungry Ghosts Festival,2019-10-17,True,KH
Paris Peace Agreement Day,2019-10-23,True,KH
Coronation Day of King Sihamoni,2019-10-29,True,KH
Independence Day,2019-11-09,True,KH
Human Rights Day,2019-12-10,True,KH
December Solstice,2019-12-22,False,KH
New Year's Eve,2019-12-31,False,KH
New Year's Day,2019-01-01,True,CM
Youth Day,2019-02-11,True,CM
World Wildlife Day,2019-03-03,False,CM
March Equinox,2019-03-20,False,CM
Good Friday,2019-04-19,True,CM
Easter,2019-04-21,False,CM
Labor Day,2019-05-01,True,CM
The Unity Day,2019-05-20,True,CM
Mother's Day,2019-05-26,False,CM
Feast of the Ascension of Jesus Christ,2019-05-30,True,CM
Festival of Breaking the Fast,2019-06-04,True,CM
June Solstice,2019-06-21,False,CM
International Asteroid Day,2019-06-30,False,CM
Nelson Mandela International Day,2019-07-18,False,CM
Feast of the Sacrifice,2019-08-11,True,CM
Assumption of Mary,2019-08-15,True,CM
September Equinox,2019-09-23,False,CM
Birth of the Prophet,2019-11-09,True,CM
December Solstice,2019-12-22,False,CM
Christmas Eve,2019-12-24,False,CM
Christmas Day,2019-12-25,True,CM
New Year's Eve,2019-12-31,False,CM
New Year's Day,2019-01-01,True,CA
Raoul Wallenberg Day,2019-01-17,False,CA
Groundhog Day,2019-02-02,False,CA
Valentine's Day,2019-02-14,False,CA
National Flag of Canada Day,2019-02-15,False,CA
NHL Trade Deadline,2019-02-25,False,CA
World Wildlife Day,2019-03-03,False,CA
Commonwealth Day,2019-03-11,False,CA
Saint Patrick's Day,2019-03-17,False,CA
March Equinox,2019-03-20,False,CA
April Fools' Day,2019-04-01,False,CA
Tartan Day,2019-04-06,False,CA
Vimy Ridge Day,2019-04-09,False,CA
Good Friday,2019-04-19,True,CA
Easter,2019-04-21,False,CA
Earth Day,2019-04-22,False,CA
Mother's Day,2019-05-12,False,CA
Victoria Day,2019-05-20,True,CA
Father's Day,2019-06-16,False,CA
Loyalist Day,2019-06-19,False,CA
June Solstice,2019-06-21,False,CA
Canadian Multiculturalism Day,2019-06-27,False,CA
International Asteroid Day,2019-06-30,False,CA
Canada Day,2019-07-01,True,CA
Nelson Mandela International Day,2019-07-18,False,CA
National Peacekeepers' Day,2019-08-09,False,CA
Labor Day,2019-09-02,True,CA
National Grandparents' Day,2019-09-08,False,CA
September Equinox,2019-09-23,False,CA
Halloween,2019-10-31,False,CA
National Day of Remembrance and Action on Violence Against Women,2019-12-06,False,CA
December Solstice,2019-12-22,False,CA
Christmas Eve,2019-12-24,False,CA
Christmas Day,2019-12-25,True,CA
New Year's Eve,2019-12-31,False,CA
New Year's Day,2019-01-01,True,CV
Democracy Day,2019-01-13,True,CV
Heroes' Day,2019-01-20,True,CV
World Wildlife Day,2019-03-03,False,CV
March Equinox,2019-03-20,False,CV
Labor Day,2019-05-01,True,CV
Mother's Day,2019-05-05,False,CV
Youth Day,2019-06-01,True,CV
June Solstice,2019-06-21,False,CV
International Asteroid Day,2019-06-30,False,CV
Independence Day,2019-07-05,True,CV
Nelson Mandela International Day,2019-07-18,False,CV
Assumption of Mary,2019-08-15,True,CV
September Equinox,2019-09-23,False,CV
All Saints' Day,2019-11-01,True,CV
December Solstice,2019-12-22,False,CV
Christmas Eve,2019-12-24,False,CV
Christmas Day,2019-12-25,True,CV
New Year's Eve,2019-12-31,False,CV
New Year's Day,2019-01-01,True,KY
National Heroes' Day,2019-01-22,True,KY
Ash Wednesday,2019-03-06,True,KY
March Equinox,2019-03-20,False,KY
Good Friday,2019-04-19,True,KY
Easter,2019-04-21,False,KY
Easter Monday,2019-04-22,True,KY
Mother's Day ,2019-05-12,False,KY
Discovery Day,2019-05-21,True,KY
Queen's Birthday,2019-06-11,True,KY
June Solstice,2019-06-21,False,KY
Constitution Day,2019-07-02,True,KY
September Equinox,2019-09-23,False,KY
December Solstice,2019-12-22,False,KY
Christmas Eve,2019-12-24,False,KY
Christmas Day,2019-12-25,True,KY
Boxing Day,2019-12-26,True,KY
New Year's Eve,2019-12-31,False,KY
New Year's Day,2019-01-01,True,CF
World Wildlife Day,2019-03-03,False,CF
March Equinox,2019-03-20,False,CF
Bodanda Day,2019-03-29,True,CF
Easter,2019-04-21,False,CF
Easter Monday,2019-04-22,True,CF
Labor Day,2019-05-01,True,CF
Mother's Day,2019-05-12,False,CF
Feast of the Ascension of Jesus Christ,2019-05-30,True,CF
Pentecost Monday,2019-06-10,True,CF
June Solstice,2019-06-21,False,CF
General Prayer Day,2019-06-30,True,CF
International Asteroid Day,2019-06-30,False,CF
Nelson Mandela International Day,2019-07-18,False,CF
Independence Day,2019-08-13,True,CF
Assumption of Mary,2019-08-15,True,CF
September Equinox,2019-09-23,False,CF
All Saints' Day,2019-11-01,True,CF
Republic Day,2019-12-01,True,CF
December Solstice,2019-12-22,False,CF
Christmas Eve,2019-12-24,False,CF
Christmas Day,2019-12-25,True,CF
New Year's Eve,2019-12-31,False,CF
New Year's Day,2019-01-01,True,TD
World Wildlife Day,2019-03-03,False,TD
International Women's Day,2019-03-08,False,TD
March Equinox,2019-03-20,False,TD
Easter,2019-04-21,False,TD
Easter Monday,2019-04-22,True,TD
Labor Day,2019-05-01,True,TD
Mother's Day,2019-05-12,False,TD
Festival of Breaking the Fast,2019-06-04,True,TD
Father's Day,2019-06-16,False,TD
June Solstice,2019-06-21,False,TD
International Asteroid Day,2019-06-30,False,TD
Nelson Mandela International Day,2019-07-18,False,TD
Feast of the Sacrifice,2019-08-11,True,TD
Independence Day,2019-08-11,True,TD
September Equinox,2019-09-23,False,TD
All Saints' Day,2019-11-01,True,TD
Birth of the Prophet,2019-11-09,True,TD
Republic Day,2019-11-28,True,TD
Freedom and Democracy Day,2019-12-01,True,TD
December Solstice,2019-12-22,False,TD
Christmas Eve,2019-12-24,False,TD
Christmas Day,2019-12-25,True,TD
New Year's Eve,2019-12-31,False,TD
New Year's Day,2019-01-01,True,CL
World Wildlife Day,2019-03-03,False,CL
March Equinox,2019-03-20,False,CL
Good Friday,2019-04-19,True,CL
Holy Saturday,2019-04-20,True,CL
Easter,2019-04-21,False,CL
Labor Day,2019-05-01,True,CL
Mother's Day,2019-05-12,False,CL
Navy Day,2019-05-21,True,CL
Battle of Arica,2019-06-07,False,CL
Father's Day,2019-06-16,False,CL
June Solstice,2019-06-21,False,CL
Saint Peter and Saint Paul,2019-06-29,True,CL
International Asteroid Day,2019-06-30,False,CL
Our Lady of Mount Carmel,2019-07-16,True,CL
Nelson Mandela International Day,2019-07-18,False,CL
Assumption of Mary,2019-08-15,True,CL
Nativity of Liberator Bernardo O'Higgins,2019-08-20,False,CL
National Holiday,2019-09-18,True,CL
Army Day,2019-09-19,True,CL
September Equinox,2019-09-23,False,CL
Columbus Day,2019-10-12,True,CL
Reformation Day,2019-10-31,True,CL
All Saints' Day,2019-11-01,True,CL
Feast of the Immaculate Conception,2019-12-08,True,CL
December Solstice,2019-12-22,False,CL
Christmas Eve,2019-12-24,False,CL
Christmas Day,2019-12-25,True,CL
New Year's Eve,2019-12-31,False,CL
New Year's Day,2019-01-01,True,CN
Chinese Lunar New Year's Eve,2019-02-04,True,CN
Chinese Lunar New Year's Day,2019-02-05,True,CN
Second Day of the Chinese Lunar New Year Golden Week,2019-02-06,True,CN
Third Day of the Chinese Lunar New Year Golden Week,2019-02-07,True,CN
Fourth Day of the Chinese Lunar New Year Golden Week,2019-02-08,True,CN
Fifth Day of the Chinese Lunar New Year Golden Week,2019-02-09,True,CN
Sixth Day of the Chinese Lunar New Year Golden Week,2019-02-10,True,CN
Latern Festival,2019-02-19,False,CN
World Wildlife Day,2019-03-03,False,CN
Zhonghe Festival,2019-03-07,False,CN
International Women's Day,2019-03-08,False,CN
Longtaitou Festival,2019-03-08,False,CN
Arbor Day,2019-03-12,False,CN
March Equinox,2019-03-20,False,CN
Ching Ming Festival,2019-04-05,True,CN
Labor Day,2019-05-01,True,CN
Second Day of the Labor Day Golden Week,2019-05-02,True,CN
Third Day of the Labor Day Golden Week,2019-05-03,True,CN
Fourth Day of the Labor Day Golden Week,2019-05-04,True,CN
Youth Day,2019-05-04,False,CN
Boys' Day,2019-05-05,False,CN
Mother's Day,2019-05-12,False,CN
Children's Day,2019-06-01,False,CN
Dragon Boat Festival,2019-06-07,True,CN
June Solstice,2019-06-21,False,CN
International Asteroid Day,2019-06-30,False,CN
CPC Founding Day,2019-07-01,False,CN
China National Maritime Day,2019-07-11,False,CN
Nelson Mandela International Day,2019-07-18,False,CN
Army Day,2019-08-01,False,CN
People's Liberation Army Day,2019-08-01,False,CN
Double Seven Festival,2019-08-07,False,CN
Father's Day,2019-08-08,False,CN
Spirit Festival,2019-08-15,False,CN
Victory over Japan Day,2019-09-03,False,CN
Mid-Autumn Festival,2019-09-13,True,CN
September Equinox,2019-09-23,False,CN
National Memorial Day,2019-09-30,False,CN
National Day,2019-10-01,True,CN
Second Day of the National Day Golden Week,2019-10-02,True,CN
Third Day of the National Day Golden Week,2019-10-03,True,CN
Fourth Day of the National Day Golden Week,2019-10-04,True,CN
Fifth Day of the National Day Golden Week,2019-10-05,True,CN
Sixth Day of the National Day Golden Week,2019-10-06,True,CN
Double Ninth Festival,2019-10-07,False,CN
Seventh Day of the National Day Golden Week,2019-10-07,True,CN
Nanking Massacre Memorial Day,2019-12-13,False,CN
December Solstice,2019-12-22,False,CN
New Year's Eve,2019-12-31,False,CN
New Year's Day,2019-01-01,True,CX
Australia Day,2019-01-26,True,CX
Chinese New Year's Day,2019-02-05,True,CX
Second Day of the Chinese New Year,2019-02-06,True,CX
March Equinox,2019-03-20,False,CX
Labor Day,2019-03-25,True,CX
Good Friday,2019-04-19,True,CX
Easter,2019-04-21,False,CX
Easter Monday,2019-04-22,False,CX
Anzac Day,2019-04-25,True,CX
Festival of Breaking the Fast,2019-06-04,True,CX
June Solstice,2019-06-21,False,CX
Feast of the Sacrifice,2019-08-11,True,CX
September Equinox,2019-09-23,False,CX
Territory Day,2019-10-06,True,CX
December Solstice,2019-12-22,False,CX
Christmas Eve,2019-12-24,False,CX
Christmas Day,2019-12-25,True,CX
Boxing Day,2019-12-26,True,CX
New Year's Eve,2019-12-31,False,CX
New Year's Day,2019-01-01,True,CC
Australia Day,2019-01-26,True,CC
March Equinox,2019-03-20,False,CC
Self Determination Day,2019-04-06,True,CC
Good Friday,2019-04-19,True,CC
Easter,2019-04-21,False,CC
Easter Monday,2019-04-22,True,CC
Anzac Day,2019-04-25,True,CC
Festival of Breaking the Fast,2019-06-04,True,CC
June Solstice,2019-06-21,False,CC
Feast of the Sacrifice,2019-08-11,True,CC
Islamic New Year's Day,2019-08-31,True,CC
September Equinox,2019-09-23,False,CC
Birth of the Prophet,2019-11-09,True,CC
December Solstice,2019-12-22,False,CC
Christmas Eve,2019-12-24,False,CC
Christmas Day,2019-12-25,True,CC
Boxing Day,2019-12-26,True,CC
New Year's Eve,2019-12-31,False,CC
New Year's Day,2019-01-01,True,CO
Epiphany,2019-01-06,True,CO
World Wildlife Day,2019-03-03,False,CO
International Women's Day,2019-03-08,False,CO
March Equinox,2019-03-20,False,CO
Saint Joseph's Day,2019-03-19,True,CO
Palm Sunday,2019-04-14,False,CO
Maundy Thursday,2019-04-18,True,CO
Good Friday,2019-04-19,True,CO
Holy Saturday,2019-04-20,False,CO
Easter,2019-04-21,False,CO
Language Day,2019-04-23,False,CO
Secretaries' Day,2019-04-26,False,CO
Children's Day,2019-04-27,False,CO
Day of Trees,2019-04-29,False,CO
Labor Day,2019-05-01,True,CO
Mother's Day,2019-05-12,False,CO
Teacher's Day,2019-05-15,False,CO
Feast of the Ascension of Jesus Christ,2019-05-30,True,CO
Father's Day,2019-06-16,False,CO
June Solstice,2019-06-21,False,CO
