PrescriptionIndex,CountryName,RegionName,Date,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings
8,United States,California,2020-08-03,1,0,0,1,0,0,0,3,1,0,0,3
8,United States,California,2020-08-04,2,1,1,1,1,0,1,1,1,0,0,2
8,United States,Colorado,2020-08-01,2,1,0,0,1,2,0,3,0,1,1,0
8,United States,Colorado,2020-08-02,1,1,0,0,0,2,0,2,0,2,0,0
8,United States,Colorado,2020-08-03,2,1,1,2,1,0,1,3,0,0,1,2
8,United States,Colorado,2020-08-04,0,2,1,0,1,1,0,3,0,2,1,1
8,United States,Connecticut,2020-08-01,1,0,1,1,1,0,0,3,1,2,1,1
8,United States,Connecticut,2020-08-02,2,2,0,1,1,1,0,2,0,2,1,2
8,United States,Connecticut,2020-08-03,2,1,0,0,1,0,1,2,1,2,0,0
8,United States,Connecticut,2020-08-04,1,2,0,0,1,1,1,3,0,0,1,2
8,United States,Washington DC,2020-08-01,0,2,0,0,1,2,0,1,1,1,1,1
8,United States,Washington DC,2020-08-02,2,0,0,0,0,2,0,3,1,2,1,0
8,United States,Washington DC,2020-08-03,2,2,1,3,0,0,0,3,1,2,1,3
8,United States,Washington DC,2020-08-04,2,0,0,1,0,1,1,2,0,2,0,2
8,United States,Delaware,2020-08-01,2,2,1,0,1,2,1,3,1,0,1,0
8,United States,Delaware,2020-08-02,0,2,1,1,1,0,1,1,0,2,1,2
8,United States,Delaware,2020-08-03,0,0,1,0,0,0,0,1,1,0,0,2
8,United States,Delaware,2020-08-04,0,2,0,2,0,0,1,2,0,0,1,2
8,United States,Florida,2020-08-01,1,0,1,2,0,0,1,0,0,0,0,3
8,United States,Florida,2020-08-02,1,0,1,1,0,0,1,3,0,1,1,3
8,United States,Florida,2020-08-03,0,2,1,2,1,2,1,0,1,2,0,2
8,United States,Florida,2020-08-04,2,1,1,1,0,0,0,2,1,1,0,3
8,United States,Georgia,2020-08-01,2,1,0,0,1,2,0,1,1,0,1,1
8,United States,Georgia,2020-08-02,0,1,1,3,0,2,0,1,1,1,1,2
8,United States,Georgia,2020-08-03,0,0,1,2,1,2,0,2,1,0,0,1
8,United States,Georgia,2020-08-04,0,2,1,1,1,2,0,1,0,0,0,3
8,United States,Hawaii,2020-08-01,2,0,0,1,1,1,1,2,0,0,1,1
8,United States,Hawaii,2020-08-02,0,2,0,3,1,0,0,2,1,2,0,1
8,United States,Hawaii,2020-08-03,1,2,1,3,0,1,0,1,0,2,1,1
8,United States,Hawaii,2020-08-04,2,1,0,1,1,1,1,3,0,1,1,0
8,United States,Iowa,2020-08-01,0,0,0,2,1,0,0,2,1,2,0,3
8,United States,Iowa,2020-08-02,0,1,0,3,0,2,0,2,0,1,0,0
8,United States,Iowa,2020-08-03,2,1,1,2,1,2,0,2,0,1,1,3
8,United States,Iowa,2020-08-04,1,0,1,3,1,0,0,3,1,1,1,0
8,United States,Idaho,2020-08-01,2,0,1,0,1,2,0,2,0,1,1,0
8,United States,Idaho,2020-08-02,1,1,1,0,1,1,0,2,1,2,0,1
8,United States,Idaho,2020-08-03,2,0,1,3,1,1,0,3,1,1,0,3
8,United States,Idaho,2020-08-04,1,0,1,2,0,2,1,1,1,2,0,2
8,United States,Illinois,2020-08-01,0,2,1,2,0,0,0,2,0,2,1,2
8,United States,Illinois,2020-08-02,0,0,1,1,1,0,0,2,1,1,0,2
8,United States,Illinois,2020-08-03,1,2,0,0,0,0,0,1,1,2,0,2
8,United States,Illinois,2020-08-04,2,2,0,2,1,0,0,1,1,1,0,1
8,United States,Indiana,2020-08-01,1,1,0,3,1,1,0,0,1,2,1,1
8,United States,Indiana,2020-08-02,0,1,0,1,1,1,0,1,0,2,1,0
8,United States,Indiana,2020-08-03,1,2,1,0,0,0,0,1,1,2,1,1
8,United States,Indiana,2020-08-04,2,2,0,2,0,0,1,0,0,1,1,1
8,United States,Kansas,2020-08-01,1,2,0,0,0,2,0,2,0,1,1,3
8,United States,Kansas,2020-08-02,1,2,1,2,0,1,1,1,0,2,0,3
8,United States,Kansas,2020-08-03,2,1,1,2,0,0,1,3,0,0,1,2
8,United States,Kansas,2020-08-04,2,1,0,1,0,0,0,2,1,2,1,0
8,United States,Kentucky,2020-08-01,0,1,0,1,0,0,0,3,1,1,1,0
8,United States,Kentucky,2020-08-02,2,0,0,0,1,1,1,1,1,1,1,1
8,United States,Kentucky,2020-08-03,2,0,1,3,1,0,0,2,0,0,1,0
8,United States,Kentucky,2020-08-04,0,1,0,3,1,1,1,3,1,1,1,1
8,United States,Louisiana,2020-08-01,1,0,0,3,0,0,0,0,0,0,0,1
8,United States,Louisiana,2020-08-02,0,2,0,3,1,1,1,1,0,2,1,3
8,United States,Louisiana,2020-08-03,1,0,1,1,0,0,0,0,1,0,1,0
8,United States,Louisiana,2020-08-04,1,2,1,1,0,0,1,0,0,0,1,2
8,United States,Massachusetts,2020-08-01,0,0,1,3,0,2,1,0,0,2,0,1
8,United States,Massachusetts,2020-08-02,0,1,1,1,0,0,0,3,0,1,0,3
8,United States,Massachusetts,2020-08-03,0,1,1,3,0,1,0,0,1,1,1,0
8,United States,Massachusetts,2020-08-04,2,2,1,3,1,2,0,0,0,0,1,0
8,United States,Maryland,2020-08-01,1,1,1,1,1,0,0,0,1,1,1,0
8,United States,Maryland,2020-08-02,0,2,0,3,0,1,0,0,0,0,0,2
8,United States,Maryland,2020-08-03,2,2,0,2,1,0,0,0,1,2,1,3
8,United States,Maryland,2020-08-04,1,1,0,1,0,1,1,3,1,1,1,0
8,United States,Maine,2020-08-01,0,2,1,3,1,1,1,0,0,1,1,3
8,United States,Maine,2020-08-02,0,0,0,3,1,2,0,2,0,0,1,3
8,United States,Maine,2020-08-03,0,2,0,2,0,1,0,1,1,0,0,3
8,United States,Maine,2020-08-04,2,2,1,0,0,2,0,3,1,0,0,3
8,United States,Michigan,2020-08-01,1,1,0,0,1,1,0,3,1,2,1,0
8,United States,Michigan,2020-08-02,1,1,1,0,1,1,0,3,1,0,1,0
8,United States,Michigan,2020-08-03,2,1,0,2,0,0,1,0,0,0,1,3
8,United States,Michigan,2020-08-04,1,1,1,2,1,2,0,2,1,1,1,3
8,United States,Minnesota,2020-08-01,1,1,0,1,1,0,1,2,0,2,0,1
8,United States,Minnesota,2020-08-02,1,2,0,3,0,0,0,0,1,2,1,0
8,United States,Minnesota,2020-08-03,2,1,1,1,1,1,1,3,1,0,0,2
8,United States,Minnesota,2020-08-04,0,0,0,2,1,1,1,2,0,0,1,2
8,United States,Missouri,2020-08-01,2,2,0,3,0,2,0,0,0,2,1,3
8,United States,Missouri,2020-08-02,1,1,1,1,1,0,0,2,1,2,0,3
8,United States,Missouri,2020-08-03,1,1,0,2,0,2,0,2,1,1,1,1
8,United States,Missouri,2020-08-04,1,0,0,2,0,2,1,0,1,0,1,1
8,United States,Mississippi,2020-08-01,1,0,0,0,0,0,0,0,1,2,0,0
8,United States,Mississippi,2020-08-02,0,0,0,0,1,0,1,0,0,2,0,2
8,United States,Mississippi,2020-08-03,0,0,0,3,0,1,0,3,1,0,1,3
8,United States,Mississippi,2020-08-04,0,0,1,1,1,0,1,0,1,1,1,3
8,United States,Montana,2020-08-01,2,1,1,2,0,0,1,2,0,0,0,0
8,United States,Montana,2020-08-02,2,1,1,0,1,1,0,2,1,1,1,1
8,United States,Montana,2020-08-03,2,2,0,1,1,0,1,3,0,0,0,2
8,United States,Montana,2020-08-04,1,2,1,2,0,0,0,1,1,0,0,2
8,United States,North Carolina,2020-08-01,0,2,1,1,1,0,1,3,1,1,1,0
8,United States,North Carolina,2020-08-02,1,0,0,1,1,0,0,2,0,2,0,2
8,United States,North Carolina,2020-08-03,1,0,0,0,0,2,0,3,1,0,1,3
8,United States,North Carolina,2020-08-04,2,2,0,1,1,0,1,1,1,2,0,3
8,United States,North Dakota,2020-08-01,1,0,0,1,0,0,1,0,0,2,1,1
8,United States,North Dakota,2020-08-02,2,0,0,2,0,1,0,0,1,1,0,2
8,United States,North Dakota,2020-08-03,2,1,0,3,0,2,0,3,0,0,1,0
8,United States,North Dakota,2020-08-04,0,2,1,2,0,2,1,0,1,2,1,0
8,United States,Nebraska,2020-08-01,0,1,0,0,0,0,0,2,1,1,1,0
8,United States,Nebraska,2020-08-02,1,2,1,3,0,1,0,3,1,1,1,1
8,United States,Nebraska,2020-08-03,0,1,1,0,0,2,1,0,1,0,0,1
8,United States,Nebraska,2020-08-04,1,0,1,2,0,0,1,0,1,0,0,1
8,United States,New Hampshire,2020-08-01,1,0,1,2,1,0,0,0,0,1,0,0
8,United States,New Hampshire,2020-08-02,1,1,0,2,1,2,0,0,0,1,0,1
8,United States,New Hampshire,2020-08-03,2,2,0,1,1,1,1,2,1,0,1,1
8,United States,New Hampshire,2020-08-04,0,2,1,2,1,0,1,0,0,0,0,3
8,United States,New Jersey,2020-08-01,0,1,1,0,1,2,1,0,0,2,0,1
8,United States,New Jersey,2020-08-02,2,0,0,3,1,0,0,0,0,0,1,0
8,United States,New Jersey,2020-08-03,2,2,1,2,0,0,1,1,0,1,0,3
8,United States,New Jersey,2020-08-04,1,1,0,0,1,2,1,0,0,2,1,2
8,United States,New Mexico,2020-08-01,1,1,1,3,1,2,1,2,0,0,0,1
8,United States,New Mexico,2020-08-02,0,1,0,0,1,2,0,2,1,1,0,1
8,United States,New Mexico,2020-08-03,0,1,0,0,0,0,1,2,1,1,0,2
8,United States,New Mexico,2020-08-04,2,2,0,3,1,0,0,2,0,2,0,1
8,United States,Nevada,2020-08-01,2,0,0,1,0,0,1,0,0,1,1,0
8,United States,Nevada,2020-08-02,2,1,1,1,1,2,0,3,1,0,0,3
8,United States,Nevada,2020-08-03,2,1,1,2,0,0,0,3,0,2,1,1
8,United States,Nevada,2020-08-04,1,2,1,0,0,1,0,2,1,0,1,2
8,United States,New York,2020-08-01,2,1,1,1,0,0,1,0,1,2,1,3
8,United States,New York,2020-08-02,1,2,1,0,1,0,1,3,0,1,1,2
8,United States,New York,2020-08-03,0,1,0,1,1,2,1,1,0,1,1,3
8,United States,New York,2020-08-04,0,2,0,0,1,2,1,1,0,1,1,2
8,United States,Ohio,2020-08-01,0,0,0,0,1,2,1,2,1,1,1,1
8,United States,Ohio,2020-08-02,0,2,1,1,1,1,0,3,0,0,1,0
8,United States,Ohio,2020-08-03,0,0,1,2,0,2,0,1,0,2,1,0
8,United States,Ohio,2020-08-04,2,2,1,1,0,1,1,0,1,1,0,0
8,United States,Oklahoma,2020-08-01,1,0,0,2,1,0,0,1,0,1,1,0
8,United States,Oklahoma,2020-08-02,2,0,0,0,0,1,1,2,1,1,1,1
8,United States,Oklahoma,2020-08-03,0,0,1,3,0,2,0,1,0,0,0,1
8,United States,Oklahoma,2020-08-04,1,1,0,3,1,2,1,1,1,0,0,3
8,United States,Oregon,2020-08-01,1,1,0,3,1,2,0,2,1,2,1,2
8,United States,Oregon,2020-08-02,1,0,1,3,1,2,0,1,1,0,1,2
8,United States,Oregon,2020-08-03,0,2,1,3,1,1,1,0,0,1,1,3
8,United States,Oregon,2020-08-04,1,0,1,1,0,0,0,2,1,1,1,2
8,United States,Pennsylvania,2020-08-01,0,0,1,0,1,2,0,0,1,2,0,2
8,United States,Pennsylvania,2020-08-02,0,1,1,3,1,2,1,0,1,0,0,0
8,United States,Pennsylvania,2020-08-03,1,2,0,0,1,2,0,0,1,2,1,2
8,United States,Pennsylvania,2020-08-04,1,2,0,1,0,0,0,1,1,2,0,2
8,United States,Rhode Island,2020-08-01,2,2,1,3,0,0,0,3,1,1,0,0
8,United States,Rhode Island,2020-08-02,1,0,1,0,0,1,1,3,1,0,1,1
8,United States,Rhode Island,2020-08-03,0,1,0,1,1,1,1,1,1,0,1,0
8,United States,Rhode Island,2020-08-04,1,2,1,0,1,0,0,0,1,2,0,3
8,United States,South Carolina,2020-08-01,1,0,0,3,0,2,0,2,0,2,1,2
8,United States,South Carolina,2020-08-02,0,2,1,2,0,0,0,1,0,1,0,2
8,United States,South Carolina,2020-08-03,1,0,1,1,0,0,1,3,1,0,1,1
8,United States,South Carolina,2020-08-04,1,2,1,2,1,0,1,3,1,0,1,2
8,United States,South Dakota,2020-08-01,0,1,0,0,0,0,1,0,1,0,0,1
8,United States,South Dakota,2020-08-02,0,2,0,3,0,1,0,1,0,0,0,1
8,United States,South Dakota,2020-08-03,0,0,1,3,1,2,1,1,0,1,0,1
8,United States,South Dakota,2020-08-04,2,1,0,0,1,2,0,2,0,1,0,1
8,United States,Tennessee,2020-08-01,1,1,1,0,0,2,0,1,1,1,1,1
8,United States,Tennessee,2020-08-02,2,0,0,1,0,0,0,3,0,2,1,1
8,United States,Tennessee,2020-08-03,0,1,1,1,1,0,1,0,1,1,0,3
8,United States,Tennessee,2020-08-04,2,2,0,2,1,0,1,3,0,2,0,2
8,United States,Texas,2020-08-01,1,0,1,0,0,1,0,1,0,1,1,0
8,United States,Texas,2020-08-02,2,1,0,0,1,1,0,2,0,1,1,2
8,United States,Texas,2020-08-03,0,0,1,0,0,2,1,2,1,1,0,3
8,United States,Texas,2020-08-04,0,2,1,0,0,0,1,2,1,2,0,3
8,United States,Utah,2020-08-01,2,1,0,0,0,2,1,1,0,2,0,0
8,United States,Utah,2020-08-02,2,2,1,0,0,0,1,0,1,1,1,1
8,United States,Utah,2020-08-03,0,2,1,2,0,1,1,1,1,0,0,0
8,United States,Utah,2020-08-04,0,1,0,0,0,2,1,2,0,2,0,0
8,United States,Virginia,2020-08-01,2,0,1,0,0,0,0,1,0,2,1,1
8,United States,Virginia,2020-08-02,1,1,1,0,0,0,0,3,0,1,0,1
8,United States,Virginia,2020-08-03,0,1,0,0,1,2,1,1,0,2,1,0
8,United States,Virginia,2020-08-04,2,1,0,1,1,0,1,3,1,1,1,3
8,United States,Virgin Islands,2020-08-01,2,2,0,0,1,1,0,3,1,1,0,2
8,United States,Virgin Islands,2020-08-02,1,2,0,0,0,1,1,0,1,1,1,0
8,United States,Virgin Islands,2020-08-03,2,1,1,0,0,1,0,3,0,0,0,1
8,United States,Virgin Islands,2020-08-04,0,0,1,2,1,0,0,0,0,1,0,3
8,United States,Vermont,2020-08-01,1,1,1,2,0,2,1,2,0,0,0,0
8,United States,Vermont,2020-08-02,0,0,0,1,0,2,1,1,0,1,1,2
8,United States,Vermont,2020-08-03,0,1,0,1,0,1,1,1,0,2,0,3
8,United States,Vermont,2020-08-04,0,1,0,1,1,0,0,3,0,2,1,0
8,United States,Washington,2020-08-01,1,2,1,3,0,2,0,3,0,1,0,3
8,United States,Washington,2020-08-02,0,1,1,1,0,2,0,0,1,1,1,2
8,United States,Washington,2020-08-03,2,1,0,2,1,1,1,1,0,2,0,0
8,United States,Washington,2020-08-04,0,1,0,3,0,0,0,2,1,1,0,2
8,United States,Wisconsin,2020-08-01,1,2,1,3,1,0,0,2,0,1,1,0
8,United States,Wisconsin,2020-08-02,2,0,1,0,1,2,0,3,1,0,1,2
8,United States,Wisconsin,2020-08-03,2,2,0,2,1,0,1,1,1,1,1,2
8,United States,Wisconsin,2020-08-04,1,1,1,2,0,1,1,2,1,1,1,0
8,United States,West Virginia,2020-08-01,0,0,0,0,0,2,0,2,0,2,0,3
8,United States,West Virginia,2020-08-02,1,1,1,3,1,1,1,2,0,1,1,0
8,United States,West Virginia,2020-08-03,1,2,0,1,1,2,0,0,1,1,0,0
8,United States,West Virginia,2020-08-04,1,0,1,1,1,2,1,1,0,2,0,1
8,United States,Wyoming,2020-08-01,1,0,1,0,1,2,0,1,1,1,1,1
8,United States,Wyoming,2020-08-02,2,2,1,0,0,2,0,3,0,1,0,0
8,United States,Wyoming,2020-08-03,2,2,0,3,1,2,0,1,0,1,1,3
8,United States,Wyoming,2020-08-04,1,0,0,2,1,1,1,3,1,0,1,3
8,Uzbekistan,,2020-08-01,1,2,0,0,1,0,1,0,0,2,1,3
8,Uzbekistan,,2020-08-02,0,0,0,2,1,0,1,2,1,2,1,3
8,Uzbekistan,,2020-08-03,1,1,0,1,0,2,1,1,1,0,1,1
8,Uzbekistan,,2020-08-04,2,0,1,2,0,2,1,0,0,0,0,0
8,Venezuela,,2020-08-01,1,1,1,1,1,0,1,0,0,1,0,3
8,Venezuela,,2020-08-02,0,0,1,2,1,1,1,3,1,0,1,1
8,Venezuela,,2020-08-03,1,2,1,0,0,0,0,3,1,0,0,0
8,Venezuela,,2020-08-04,1,1,1,3,1,2,1,3,0,1,1,2
8,Vietnam,,2020-08-01,1,1,1,1,1,1,0,3,0,2,0,1
8,Vietnam,,2020-08-02,1,2,0,2,0,2,0,3,0,0,0,3
8,Vietnam,,2020-08-03,1,0,0,1,1,1,1,3,1,1,0,3
8,Vietnam,,2020-08-04,0,1,1,1,0,1,1,2,1,0,1,0
8,Vanuatu,,2020-08-01,1,0,1,2,0,2,1,0,0,0,0,0
8,Vanuatu,,2020-08-02,1,2,0,1,1,1,0,3,1,2,1,2
8,Vanuatu,,2020-08-03,2,2,1,3,0,2,1,0,0,0,0,3
8,Vanuatu,,2020-08-04,1,2,1,1,1,1,1,2,1,1,0,0
8,Yemen,,2020-08-01,2,2,1,0,1,0,0,3,0,1,1,3
8,Yemen,,2020-08-02,2,0,0,2,0,0,0,2,1,2,1,3
8,Yemen,,2020-08-03,0,2,1,1,1,1,0,3,1,0,1,0
8,Yemen,,2020-08-04,2,0,1,3,1,2,1,1,1,2,0,2
8,South Africa,,2020-08-01,0,0,1,3,0,1,1,2,1,1,1,0
8,South Africa,,2020-08-02,2,1,1,0,0,0,1,0,0,2,1,2
8,South Africa,,2020-08-03,2,1,1,3,0,2,1,3,1,1,0,3
8,South Africa,,2020-08-04,0,1,1,0,0,2,0,0,0,0,0,1
8,Zambia,,2020-08-01,2,1,0,2,1,0,0,3,0,0,1,3
8,Zambia,,2020-08-02,2,0,0,3,0,0,0,1,0,2,0,0
8,Zambia,,2020-08-03,2,2,0,1,1,1,0,1,0,1,1,1
8,Zambia,,2020-08-04,2,0,1,2,1,2,1,3,1,2,1,3
8,Zimbabwe,,2020-08-01,2,2,0,3,0,0,0,1,1,1,0,0
8,Zimbabwe,,2020-08-02,1,2,0,1,1,2,0,0,0,0,0,2
8,Zimbabwe,,2020-08-03,0,2,1,2,1,1,1,1,1,0,0,3
8,Zimbabwe,,2020-08-04,2,1,1,1,0,0,0,3,0,2,0,3
9,Aruba,,2020-08-01,1,2,1,2,0,0,0,2,1,0,1,3
9,Aruba,,2020-08-02,0,1,1,3,0,0,1,2,1,1,1,1
9,Aruba,,2020-08-03,0,0,1,3,1,1,1,3,1,0,1,0
9,Aruba,,2020-08-04,2,2,0,0,1,2,1,0,1,2,0,1
9,Afghanistan,,2020-08-01,0,2,1,1,1,0,1,1,0,1,1,3
9,Afghanistan,,2020-08-02,0,2,0,3,1,1,1,3,1,2,0,3
9,Afghanistan,,2020-08-03,1,2,0,0,0,2,1,2,0,1,1,1
9,Afghanistan,,2020-08-04,1,0,0,1,1,0,0,2,1,1,1,2
9,Angola,,2020-08-01,2,0,0,3,0,0,0,1,1,0,0,1
9,Angola,,2020-08-02,1,0,0,2,0,1,1,1,1,0,1,0
9,Angola,,2020-08-03,2,0,0,0,1,1,1,1,0,1,1,3
9,Angola,,2020-08-04,0,0,0,1,1,2,1,3,0,2,1,2
9,Albania,,2020-08-01,0,0,0,1,0,1,0,1,0,0,1,3
9,Albania,,2020-08-02,2,2,0,3,1,2,1,2,0,0,1,0
9,Albania,,2020-08-03,1,0,0,1,0,0,1,1,0,1,0,3
9,Albania,,2020-08-04,2,2,0,1,0,1,1,2,1,1,0,0
9,Andorra,,2020-08-01,1,0,1,0,0,1,1,2,1,1,0,3
9,Andorra,,2020-08-02,0,2,1,0,1,0,0,2,0,0,1,1
9,Andorra,,2020-08-03,1,1,0,1,0,0,0,1,1,1,0,2
9,Andorra,,2020-08-04,1,2,0,3,0,2,1,3,0,2,1,1
9,United Arab Emirates,,2020-08-01,1,0,0,3,0,2,0,2,1,2,1,3
9,United Arab Emirates,,2020-08-02,0,0,1,1,1,2,0,3,1,0,1,2
9,United Arab Emirates,,2020-08-03,2,0,1,1,1,1,1,1,0,1,1,1
9,United Arab Emirates,,2020-08-04,1,0,1,2,0,2,0,2,1,2,0,0
9,Argentina,,2020-08-01,1,2,1,1,0,0,1,1,1,0,1,3
9,Argentina,,2020-08-02,1,2,1,1,1,1,1,0,0,2,0,1
9,Argentina,,2020-08-03,1,0,0,3,1,1,1,2,0,1,1,0
9,Argentina,,2020-08-04,1,1,0,2,0,0,0,0,0,0,0,1
9,Australia,,2020-08-01,1,0,0,0,1,2,1,2,1,0,1,1
9,Australia,,2020-08-02,1,0,1,2,0,1,0,0,0,2,0,0
9,Australia,,2020-08-03,0,0,1,2,1,2,1,1,0,0,1,3
9,Australia,,2020-08-04,0,2,0,3,1,1,0,2,1,1,0,2
9,Austria,,2020-08-01,1,0,1,2,1,1,1,2,0,2,1,2
9,Austria,,2020-08-02,1,0,1,3,1,0,0,1,1,1,1,2
9,Austria,,2020-08-03,2,1,1,1,1,0,0,1,1,2,1,3
9,Austria,,2020-08-04,1,1,1,0,0,2,1,2,0,2,1,1
9,Azerbaijan,,2020-08-01,0,1,1,3,1,0,0,1,1,0,1,2
9,Azerbaijan,,2020-08-02,0,2,0,1,1,1,0,2,1,0,1,0
9,Azerbaijan,,2020-08-03,2,2,1,2,1,1,0,0,1,1,0,1
9,Azerbaijan,,2020-08-04,2,2,0,0,1,2,1,1,1,1,0,2
9,Burundi,,2020-08-01,2,1,0,1,1,1,1,1,0,0,0,0
9,Burundi,,2020-08-02,1,1,0,2,0,0,0,2,0,1,0,3
9,Burundi,,2020-08-03,2,1,1,3,1,1,1,2,1,2,0,1
9,Burundi,,2020-08-04,0,2,1,2,1,2,1,2,1,0,0,0
9,Belgium,,2020-08-01,0,0,0,0,0,0,1,1,1,0,0,1
9,Belgium,,2020-08-02,0,2,1,0,0,0,0,1,1,2,1,3
9,Belgium,,2020-08-03,1,1,1,3,1,2,0,0,1,1,0,3
9,Belgium,,2020-08-04,1,0,1,2,0,1,1,0,0,0,0,3
9,Benin,,2020-08-01,2,1,1,3,1,0,1,3,0,1,0,0
9,Benin,,2020-08-02,1,2,1,0,0,2,1,2,1,2,1,3
9,Benin,,2020-08-03,1,1,1,0,1,1,0,2,0,2,1,0
9,Benin,,2020-08-04,1,2,1,2,0,1,1,2,1,1,0,2
9,Burkina Faso,,2020-08-01,0,1,0,3,0,0,0,2,1,2,1,0
9,Burkina Faso,,2020-08-02,1,0,1,0,0,1,0,2,0,0,1,0
9,Burkina Faso,,2020-08-03,1,1,0,3,0,2,1,0,1,1,1,1
9,Burkina Faso,,2020-08-04,0,1,0,0,0,1,0,3,0,0,1,0
9,Bangladesh,,2020-08-01,2,0,1,2,0,1,0,0,1,0,0,1
9,Bangladesh,,2020-08-02,0,0,1,1,0,2,0,0,0,2,0,3
9,Bangladesh,,2020-08-03,0,2,1,3,1,0,0,2,0,1,0,3
9,Bangladesh,,2020-08-04,0,0,1,0,0,1,0,0,1,0,0,1
9,Bulgaria,,2020-08-01,0,1,1,2,1,1,1,3,1,1,1,2
9,Bulgaria,,2020-08-02,2,0,0,0,1,1,0,3,0,2,1,0
9,Bulgaria,,2020-08-03,0,0,1,1,1,1,0,1,1,1,0,1
9,Bulgaria,,2020-08-04,0,0,1,1,1,2,1,1,0,1,0,3
9,Bahrain,,2020-08-01,1,2,1,3,1,0,0,3,0,1,1,3
9,Bahrain,,2020-08-02,0,2,1,2,0,2,1,2,0,2,1,0
9,Bahrain,,2020-08-03,1,2,1,3,0,0,0,3,1,2,0,0
9,Bahrain,,2020-08-04,2,2,0,1,0,1,0,2,0,0,0,2
9,Bahamas,,2020-08-01,2,0,1,2,1,0,0,2,1,2,0,1
9,Bahamas,,2020-08-02,0,2,1,0,0,2,1,3,1,0,0,3
9,Bahamas,,2020-08-03,2,1,0,1,0,1,0,2,0,2,0,1
9,Bahamas,,2020-08-04,1,0,0,3,1,2,0,3,0,2,0,0
9,Bosnia and Herzegovina,,2020-08-01,0,1,1,2,0,0,1,1,1,1,1,2
9,Bosnia and Herzegovina,,2020-08-02,0,0,0,1,1,0,0,2,1,1,0,2
9,Bosnia and Herzegovina,,2020-08-03,1,2,1,1,0,1,0,0,0,2,1,3
9,Bosnia and Herzegovina,,2020-08-04,2,0,0,1,0,0,0,3,0,0,1,1
9,Belarus,,2020-08-01,2,0,0,0,0,2,1,3,1,1,0,2
9,Belarus,,2020-08-02,1,1,0,1,1,0,1,2,0,0,0,0
9,Belarus,,2020-08-03,1,2,1,3,1,0,0,2,0,0,1,3
9,Belarus,,2020-08-04,0,0,1,0,0,1,1,0,1,1,0,3
9,Belize,,2020-08-01,0,1,1,0,0,2,1,1,0,2,1,3
9,Belize,,2020-08-02,0,0,0,0,0,0,1,2,1,0,1,2
9,Belize,,2020-08-03,2,0,1,1,0,0,0,1,0,1,0,1
9,Belize,,2020-08-04,1,1,0,2,1,0,1,2,0,2,0,1
9,Bermuda,,2020-08-01,2,0,1,2,1,2,1,1,0,1,0,2
9,Bermuda,,2020-08-02,2,0,1,0,1,0,1,1,1,2,0,0
9,Bermuda,,2020-08-03,0,2,0,2,0,0,0,2,1,1,0,2
9,Bermuda,,2020-08-04,1,2,1,2,0,0,0,1,0,2,1,1
9,Bolivia,,2020-08-01,1,1,0,3,1,1,0,1,1,2,1,2
9,Bolivia,,2020-08-02,0,0,1,1,0,0,0,0,1,0,1,1
9,Bolivia,,2020-08-03,0,0,0,0,0,1,1,3,0,2,1,0
9,Bolivia,,2020-08-04,1,0,1,3,1,0,1,3,0,1,0,2
9,Brazil,,2020-08-01,0,2,1,0,1,0,1,1,0,1,0,1
9,Brazil,,2020-08-02,2,0,1,1,0,2,1,3,1,0,1,1
9,Brazil,,2020-08-03,0,1,1,0,0,0,0,0,0,1,1,3
9,Brazil,,2020-08-04,1,1,1,1,1,1,0,0,0,0,1,0
9,Barbados,,2020-08-01,2,1,1,1,1,0,1,1,0,1,0,3
9,Barbados,,2020-08-02,0,1,0,3,1,2,0,1,1,0,1,0
9,Barbados,,2020-08-03,2,1,1,3,0,1,1,2,0,0,0,3
9,Barbados,,2020-08-04,1,0,1,3,0,0,1,2,1,1,1,2
9,Brunei,,2020-08-01,2,2,0,3,0,2,1,0,1,2,1,0
9,Brunei,,2020-08-02,2,2,0,1,0,2,1,1,0,1,0,2
9,Brunei,,2020-08-03,2,1,1,3,1,2,0,1,1,2,0,1
9,Brunei,,2020-08-04,0,1,0,1,1,1,1,3,1,1,1,3
9,Bhutan,,2020-08-01,2,2,1,1,1,2,0,3,1,2,1,2
9,Bhutan,,2020-08-02,2,0,0,3,0,2,0,2,0,0,1,3
9,Bhutan,,2020-08-03,0,0,0,3,0,2,1,2,1,1,1,3
9,Bhutan,,2020-08-04,0,0,0,3,1,0,1,3,1,0,0,1
9,Botswana,,2020-08-01,0,0,1,0,0,0,1,0,1,2,0,0
9,Botswana,,2020-08-02,1,1,1,0,0,2,1,3,0,1,1,0
9,Botswana,,2020-08-03,2,2,0,2,0,1,0,0,1,0,0,0
9,Botswana,,2020-08-04,0,1,1,1,0,0,1,2,0,2,0,0
9,Central African Republic,,2020-08-01,0,2,0,1,0,1,0,1,1,2,1,3
9,Central African Republic,,2020-08-02,0,1,1,2,1,0,1,1,0,0,0,1
9,Central African Republic,,2020-08-03,1,1,0,0,1,2,0,2,0,1,1,2
9,Central African Republic,,2020-08-04,1,1,0,0,1,2,0,3,1,1,0,1
9,Canada,,2020-08-01,2,0,0,3,0,1,0,0,0,0,0,0
